200+198,398,A
200+199,399,A
300+100,400,A
300-299,1,S
200-198,2,S
400-397,3,S
288-284,4,S
315-310,5,S
339-333,6,S
340-333,7,S
202-194,8,S
365-356,9,S
137-127,10,S
655-644,11,S
118-106,12,S
732-719,13,S
683-669,14,S
115-100,15,S
215-199,16,S
418-401,17,S
534-516,18,S
321-302,19,S
127-107,20,S
452-431,21,S
568-546,22,S
323-300,23,S
648-624,24,S
360-335,25,S
246-220,26,S
153-126,27,S
564-536,28,S
328-299,29,S
650-620,30,S
515-475,40,S
892-842,50,S
612-552,60,S
879-814,65,S
533-463,70,S
217-142,75,S
555-475,80,S
468-383,85,S
782-702,80,S
647-547,100,S
410-300,110,S
325-210,115,S
450-330,120,S
250-125,125,S
429-303,126,S
529-402,127,S
639-511,128,S
789-660,129,S
467-337,130,S
537-406,131,S
695-563,132,S
546-413,133,S
678-544,134,S
948-813,135,S
567-431,136,S
789-652,137,S
692-554,138,S
567-428,139,S
907-767,140,S
325-184,141,S
564-422,142,S
272-129,143,S
444-300,144,S
786-641,145,S
647-501,146,S
566-419,147,S
340-192,148,S
870-721,149,S
697-547,150,S
985-830,155,S
10*10,100,M
11*11,121,M
12*12,144,M
13*13,169,M
14*14,196,M
15*15,225,M
16*16,256,M
17*17,289,M
20*20,400,M
10*11,110,M
10*12,120,M
10*13,130,M
10*14,140,M
10*15,150,M
10*16,160,M
10*17,170,M
10*18,180,M
10*19,190,M
10*20,200,M
11*12,132,M
11*13,143,M
11*15,165,M
11*16,176,M
11*18,198,M
11*19,209,M
11*20,220,M
12*15,180,M
12*16,192,M
12*18,216,M
12*20,240,M
13*15,195,M
13*20,260,M
14*19,266,M
14*20,280,M
15*16,240,M
15*18,270,M
15*19,285,M
15*20,300,M
16*20,320,M
17*20,340,M
18*20,360,M
19*20,380,M
11*30,330,M
12*40,480,M
13*50,650,M
14*60,840,M
100/10,10,D
121/11,11,D
144/12,12,D
169/13,13,D
196/14,14,D
225/15,15,D
256/16,16,D
289/17,17,D
324/18,18,D
361/19,19,D
400/20,20,D
110/10,11,D
120/10,12,D
130/10,13,D
140/10,14,D
150/10,15,D
160/10,16,D
170/10,17,D
180/10,18,D
190/10,19,D
200/10,20,D
132/11,12,D
143/11,13,D
154/11,14,D
165/11,15,D
176/11,16,D
187/11,17,D
198/11,18,D
209/11,19,D
220/11,20,D
180/12,15,D
240/12,20,D
260/13,20,D
210/14,15,D
280/14,20,D
240/15,16,D
300/15,20,D
320/16,20,D
340/17,20,D
360/18,20,D
380/20,20,D
330/11,30,D
480/12,40,D
650/13,50,D

